name,description,stars,forks,open_issues,language,created,updated,size_mb,private,url,watchers,topics
30-Days-Of-Python,30 days of Python programming challenge is a step-by-step guide to learn the Python programming lang,0,0,0,Python,2024-07-03,2024-07-03,27.3,False,https://github.com/iMubGit/30-Days-Of-Python,0,
salut-le-monde,This repo is about git remote,0,0,0,Unknown,2024-07-03,2024-07-03,0.0,False,https://github.com/iMubGit/salut-le-monde,0,
